,,Hour,Minutes,Bus Tag
Down,78,14,60.0,2.0
Down,79,15.0,5.0,12.0
Down,80,15.0,13.0,15.0
Down,81,15.0,17.0,11.0
Down,82,15.0,20.0,14.0
Down,83,15,60.0,3.0
Down,84,15,60.0,7.0
Down,85,15,60.0,1.0
Down,86,16.0,5.0,4.0
Down,87,16.0,13.0,9.0
Down,88,16.0,17.0,13.0
Down,89,16.0,19.0,5.0
Down,90,16.0,20.0,8.0
Down,91,16.0,20.0,10.0
Down,92,16.0,50.0,2.0
Down,93,16,60.0,6.0
Down,94,17.0,5.0,12.0
Down,95,17.0,13.0,15.0
Down,96,17.0,17.0,11.0
Down,97,17.0,19.0,14.0
Down,98,17.0,20.0,3.0
Down,99,17.0,50.0,7.0
Down,100,17.0,60.0,16.0
Down,101,18.0,5.0,1.0
Down,102,18.0,13.0,4.0
Down,103,18.0,17.0,9.0
Down,104,18.0,19.0,13.0
Down,105,18.0,20.0,5.0
Down,106,18.0,50.0,8.0
Down,107,19.0,5.0,10.0
Down,108,19.0,13.0,2.0
Down,109,19.0,17.0,6.0
Down,110,19.0,19.0,12.0
Down,111,19.0,20.0,15.0
Down,112,19.0,50.0,11.0
Down,113,19.0,60.0,17.0
Down,114,19.0,60.0,18.0
Down,115,20.0,5.0,14.0
Down,116,20.0,13.0,3.0
Down,117,20.0,17.0,7.0
Down,118,20.0,19.0,16.0
Down,119,20.0,20.0,1.0
Down,120,20.0,20.0,4.0
Down,121,20.0,50.0,9.0
Down,122,21.0,5.0,13.0
Down,123,21.0,13.0,5.0
Down,124,21.0,17.0,8.0
Down,125,21.0,19.0,10.0
Down,126,21.0,20.0,2.0
Down,127,22.0,5.0,12.0
Down,128,22.0,13.0,15.0
Down,129,22.0,17.0,11.0
Down,130,22,59.0,6.0
Down,131,,Total Buses required:,8.0
Summary,0,,Total Buses required on route:,18.0
